created_at,id,text,retweet_count,favorite_count
Mon Oct 19 11:41:43 +0000 2020,1318155364228091904,"Bolsonaro segue proposta de  privatizar o Brasil. Joga em 2 campos, um a sinalização de ajuda financeira à parcela pobre dos brasileiros, que será atingidos pela venda estatal e entrega ao mercado fatias de empresas públicas, exigindo dividendos políticos. https://t.co/y1751hkgLd",0,0
Mon Oct 19 11:32:26 +0000 2020,1318153028038524930,"Vale, Linx, C&amp;A, Oi, Grupo Mateus, Petrobras e mais: veja destaques de empresas
https://t.co/F1l7b7Fo5e",1,9
Mon Oct 19 11:30:43 +0000 2020,1318152596155138048,Seu Humberto B....cadê os 1 milhão de reais que vc recebeu da Petrobrás https://t.co/G6cgeic84Y,0,1
Mon Oct 19 11:23:53 +0000 2020,1318150875043532801,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/kIo3eICDE8",0,0
Mon Oct 19 11:13:11 +0000 2020,1318148183604842496,"O desmonte da Petrobras 

A política de desinvestimento está associada à aceleração de venda de ativos. 

Estamos escolhendo destruir e desnacionalizar capacidade produtiva. 

Vamos aprofundar nossa condição de país periférico. 

https://t.co/cbyVEet1mW",56,139
Mon Oct 19 11:10:35 +0000 2020,1318147529029058562,"#VALE3 - As ações ordinárias de Vale tiveram o maior volume negociado no after market da B3 nesta sexta-feira, com giro de R$ 6,063 milhões. Logo depois veio Petrobras PN, com volume negociado de R$ 5,925 milhões, Magazine Luiza ON, com giro de R$ 5,107 milhões. (Broadcast)",1,22
Mon Oct 19 11:00:01 +0000 2020,1318144871618781184,"Sob Bolsonaro, Petrobras acelera venda de ativos. A mudança ganhou respaldo legal no início do mês, quando o STF autorizou a empresa a criar subsidiárias para vender, em processo que tinha como alvo principal o processo de venda de 8 de suas 13 refinarias https://t.co/ht625NEBjM",0,0
Mon Oct 19 10:59:33 +0000 2020,1318144751963672578,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista - 18/10/2020 - Mercado - Folha... (https://t.co/tk5bU5Mwc1)",0,0
Mon Oct 19 10:56:00 +0000 2020,1318143857364795393,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/Y6PhHSETbZ",0,0
Mon Oct 19 10:42:14 +0000 2020,1318140393557458944,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista 
Para mercado, empresa pode se tornar 'máquina de dividendos' já em 2021
https://t.co/UNKpYfTQfS",3,22
Mon Oct 19 10:39:46 +0000 2020,1318139775010918400,"Crise do coronavírus faz Petrobras adiar projeto superior a US$ 1 bi no Parque das Baleias, com campos de pré-sal
https://t.co/FQIcwxplIc",0,0
Mon Oct 19 10:24:09 +0000 2020,1318135842058240001,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/cJvNpQsCNh",5,28
Mon Oct 19 10:20:33 +0000 2020,1318134935987912706,Os ataques à Petrobras são uma manipulação da Republica de Curitiba para deslegitimizar o PT! #DesculpasDoPT,0,0
Mon Oct 19 10:19:35 +0000 2020,1318134692651048960,Petrobras delays Parque das Baleias project to 2024 https://t.co/COOODZ7U1I https://t.co/Iwn1Ox04mu,0,0
Mon Oct 19 10:18:40 +0000 2020,1318134463264686080,"@jairbolsonaro presidente,com TD respeito,o Corinthians foi vítima tanto quanto a Petrobrás . Deveria apurar o q ouve antes de sair falando besteira.tds os times do Brasil tem talvez problemas maiores pra ser apurado.",0,0
Mon Oct 19 10:14:22 +0000 2020,1318133382874791936,"Com a Palavra... Petrobras: Nossa ação devia ser melhor tratada pelo mercado
https://t.co/x2gXWOYg82",0,2
Mon Oct 19 09:31:38 +0000 2020,1318122628385804289,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/j2wOuYS9oT,0,0
Mon Oct 19 09:31:11 +0000 2020,1318122514061680640,New post in Wisir Research / Investimentos e Mercado de Ações: Petrobras (#PETR3/#PETR4) - Petrobras informa o início da fase vinculante referente à venda da totalidade de sua participação em um conjunto de sete concessões terrestres e de águas rasas (Po… https://t.co/awBd0vqLZ2,0,0
Mon Oct 19 09:20:04 +0000 2020,1318119715609468929,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/40ijzC49pt",0,1
Mon Oct 19 09:08:34 +0000 2020,1318116821153812490,O Brasil deve para de comprar o gás da Bolívia e cobrar do novo governo indenização pela encampação da  Petrobras. https://t.co/5Ct4DyA6xf,0,0
Mon Oct 19 09:01:55 +0000 2020,1318115147542650881,"Pitaco Rápido! Rapidinhas! 1) investidores estrangeiros aplicaram R$ 1,288 bilhão na bolsa brasileira neste mês até dia 14; 2) em 3,4 mil Municípios, mais de 80% dos recursos vêm de repasses da União e Estados; 3) a produção de petróleo da Petrobras caiu 5,8% em setembro! #PRPA",0,1
Mon Oct 19 08:51:36 +0000 2020,1318112551851466752,.@petrobras delays Parque das Baleias project to 2024 https://t.co/QmmnbKN0Z0 #offshore #Brazil https://t.co/MkMNq7A5O0,0,2
Mon Oct 19 08:43:59 +0000 2020,1318110635960553472,Cotação petróleo #BRENT #PETR4 #PRIO3 #BRDT3 https://t.co/pC77cd96CU,0,1
Mon Oct 19 08:14:17 +0000 2020,1318103159701647361,"PIB da China, debate Trump x Biden e produção de Petrobras e Vale: o que acompanhar na próxima semana https://t.co/PoGyUoVgjf",0,0
Mon Oct 19 07:57:26 +0000 2020,1318098922586460161,"Petrleo Brasileiro SA Petrobras (PBR) price at close, 2020-10-16, is 6.86. #PETR4 #IBOV https://t.co/W7M71Fi0mm #Petrobras",0,0
Mon Oct 19 07:57:25 +0000 2020,1318098917452558336,"Petrleo Brasileiro SA Petrobras (PBR) price at close, 2020-10-15, is 7.01. #PETR4 #IBOV https://t.co/W7M71Fi0mm #Petrobras",0,0
Mon Oct 19 07:57:24 +0000 2020,1318098911920271362,"Petrleo Brasileiro SA Petrobras (PBR) price at close, 2020-10-14, is 7.15. #PETR4 #IBOV https://t.co/W7M71Fi0mm #Petrobras",1,1
Mon Oct 19 07:57:23 +0000 2020,1318098906270617602,"Petrleo Brasileiro SA Petrobras (PBR) price at close, 2020-10-13, is 7.23. #PETR4 #IBOV https://t.co/W7M71Fi0mm #Petrobras",0,0
Mon Oct 19 07:57:22 +0000 2020,1318098902722248705,"Petrleo Brasileiro SA Petrobras (PBR) price at close, 2020-10-12, is 7.3. #PETR4 #IBOV https://t.co/W7M71Fi0mm #Petrobras",0,0
Mon Oct 19 07:30:30 +0000 2020,1318092144175964161,Os ataques à Petrobras são uma tática do Gilmar Mendes para manipular os avanços da democracia! #DesculpasDoPT,0,0
Mon Oct 19 06:30:29 +0000 2020,1318077041313546241,Os ataques à Petrobras são um crime da PF para desorganizar o MST! #DesculpasDoPT,0,0
Mon Oct 19 06:25:04 +0000 2020,1318075677199994880,"Eu até concordo em taxar dividendos. Mas pra isso, antes, precisa Privatizar os Correios, Banco do Brasil, Caixa, Petrobras, Eletrobras e BNDES.

Depois que privatizar eles, pode taxar a vontade.",0,3
Mon Oct 19 05:56:28 +0000 2020,1318068478029533185,"...99% dos líderes se perdem no poder, se infectam, se apequenam e têm a necessidade neurótica de se perpetuar no poder. Esses líderes fizeram não apenas estragos nas finanças do país e nas finanças da Petrobrás, mas no inconsciente colectivo de toda uma geração... @augustocury .",0,0
Mon Oct 19 04:41:13 +0000 2020,1318049541824913410,"só concordo com o de Botafogo, os outros acho aceitáveis e o prédio da Petrobras acho LINDO inclusive https://t.co/QLsgIvryhw",0,0
Mon Oct 19 04:26:55 +0000 2020,1318045942730395648,Largou a Petrobras pra ser craque de futebol. https://t.co/ilYVMM2cVr,0,0
Mon Oct 19 04:11:10 +0000 2020,1318041979113099264,"O ex-senador,Romero Jucá, que responde a 13 processos no STF, sendo 7 da operação Lava-Jato, prometeu, segundo à VEJA desta semana, a trabalhar para o candidato de Bolsonaro à presidência da Câmara, Arthur Lira, réu em ação por desvio de R390 milhões da Petrobras. O PR desconhece",87,260
Mon Oct 19 04:00:03 +0000 2020,1318039180132442112,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/R35d8O7atw",3,34
Mon Oct 19 03:53:02 +0000 2020,1318037416293195777,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/VQ7BPfLleH",0,0
Mon Oct 19 03:42:21 +0000 2020,1318034726154833920,"Saudade do tempo q o PT ""roubava"" a Petrobrás e a gasolina era R$2,50.
Agora q não tem corrupção tá R$5,00 https://t.co/7sYSbWHQml",0,0
Mon Oct 19 03:39:53 +0000 2020,1318034107604099072,"- Petrobras reduz preço dos combustíveis, hoje, nas refinarias a part….",0,0
Mon Oct 19 03:13:45 +0000 2020,1318027528070627330,"O Polo Urucu, Petrobras, foi vendido.
Não vejo nenhum movimento das autoridades, políticos do Amazonas, em demonstrar para o povo se a venda foi boa ou ruim para o município de Coari.
É impressionante a inércia de nossos políticos em explicar para o povo um tema tão relevante.",0,1
Mon Oct 19 02:53:16 +0000 2020,1318022376064516096,"Segundo Folha de S.Paulo, ""Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista""

34% das pessoas consideram esta notícia uma FAKE NEWS!",0,0
Mon Oct 19 02:43:39 +0000 2020,1318019955464470529,"Como a imprensa golpista brasileira mentiu sobre a“falência”da Petrobras
É impressionante como determinadas pessoas têm a capacidade de distorcer a realidade dos fatos.RicardoBergamini,apresentado como professor de economia, publicou artigo de duas páginas
https://t.co/wm8TpKrqLE",0,0
Mon Oct 19 02:30:06 +0000 2020,1318016546732675072,"Para fechar o dia, os melhores cromos do domingo por Duda Bairros e Luis França!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/VY0K0kOYpk",0,15
Mon Oct 19 02:25:03 +0000 2020,1318015272859688960,"Sob Bolsonaro, Petrobras acelera venda de ativos e mira acionista https://t.co/QGghWLQEuy",2,10
Mon Oct 19 02:24:46 +0000 2020,1318015203074822144,"Bom dia Faria Limers, tudo bem? 

Nessa semana ganha força a temporada de resultados das empresas, contando com o resultado das duas maiores empresas do país, Vale e Petrobras. 

Mas o destaque mesmo no exterior fica para o segundo, e último, debate entre Joe Biden e Donald Trump",0,0
Mon Oct 19 02:18:26 +0000 2020,1318013609906241537,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/qDC67KRuTY,1,2
Mon Oct 19 02:12:26 +0000 2020,1318012100065841152,#Curriculo de #Geologo #Geomodeler em #RiodeJaneiro #RJ #petrobras #uerj #marinha #petrel #ufrj #dsg #bureauveritas #curr #vagas #emprego #oportunidades #trabalho #recolocacao #queroemprego #procuroemprego #rh https://t.co/h4KzmMAKpl,0,1
Mon Oct 19 02:06:59 +0000 2020,1318010725860868099,Falando um Monte!: Um desmonte de plataformas da Petrobrás a preços s... https://t.co/oMOxsw318x,0,2
Mon Oct 19 01:44:21 +0000 2020,1318005029912104961,Tem q vender tudo. https://t.co/fGBxGqbDsI,0,0
Mon Oct 19 01:42:05 +0000 2020,1318004460975755264,"Hora de conferirmos a classificação do campeonato de pilotos!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/gt9Igty3yf",2,37
Mon Oct 19 01:33:03 +0000 2020,1318002189521092609,"Provocado pela @imlouleoni resolvi fazer uma pequena Thread de prédios do Rio de Janeiro para concentrar o ódio e desgosto em vez de ficarmos com esse mal sentimento com a Sede da Petrobras 

segue o fio: https://t.co/hnY4RlbvdI",5,13
Mon Oct 19 01:11:28 +0000 2020,1317996756467142662,Que isso cara... eu acho incrivel o predio da petrobras e o do museu da amanhã. Sempre que passo eu paro p admirar. https://t.co/jkbZxEVWaW,0,1
Mon Oct 19 01:06:37 +0000 2020,1317995533777121282,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/70kNBNH5VU,33,42
Mon Oct 19 01:04:29 +0000 2020,1317994999301144576,"Aparentemente o pessoal que é a favor de privatizar a Petrobras desconhece os termos ""tecnologia"" e ""monopolio mundial"". Eles pensam que uma petrolífera surge do nada.",5,24
Mon Oct 19 01:04:22 +0000 2020,1317994971052605442,"Confira a lista dos dez maiores pontuadores deste domingo!

Logo mais a classificação completa (que você já pode conferir em nosso site)!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/lRCq6imYap",1,19
Mon Oct 19 00:51:57 +0000 2020,1317991842911297536,"Saudade de ver meu PRESIDENTE a frente do GOVERNO BRASILEIRO, saudade de ver a PETROBRÁS sendo valorizada e não entregue ao capital estrangeiro, que saudade de vc meu PRESIDENTE @LulaOficial https://t.co/bIgrZjmg7X",0,0
Mon Oct 19 00:50:48 +0000 2020,1317991554104119296,"Era 1 de mão de 2006 e, em La Paz, eu esperava para ver a resposta de Evo às críticas ao pequeno aumento no salário mínimo. Longe dali, ele anunciou a nacionalização de refinarias da Petrobras.
Um livro que me ajudou, na época, a entender o pais foi esse: https://t.co/9Ctw2LAYkt",2,10
Mon Oct 19 00:38:06 +0000 2020,1317988360112230400,"Diego Nunes cumpriu um jejum de quase dois anos sem vitórias. E ele tirou a zica com muito estilo. Fala, Diego!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/0ugKwfxufT",1,16
Mon Oct 19 00:31:30 +0000 2020,1317986700052791296,"Não é todo mundo que consegue vencer em sua corrida número 200. Então comemora, Julinho!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/m3K8N1jBeg",1,20
Mon Oct 19 00:20:57 +0000 2020,1317984041900019712,"Enquanto roubavam a Petrobrás e o País aproveitavam a picanha a 20,00 é isso ???",0,2
Mon Oct 19 00:10:35 +0000 2020,1317981434586583040,"Em visita à redação do @JusticaEmFoco, o deputado que é do mesmo partido do vice-presidente da República, @GeneralMourao, falou sobre a aprovação do PL que visa à liberação da exploração do gás natural  no Estado AM com o fim do monopólio exercido pela @petrobras.",1,1
Mon Oct 19 00:04:49 +0000 2020,1317979980970807296,Minha irmã vai pro Espirito Santo trabalhar na Petrobrás e eu nem sei se termino o ensino médio,0,1
Sun Oct 18 23:53:16 +0000 2020,1317977077379780609,"@petrobras acaba com essa porcaria de IMC, gringos além de tomar nossos empregos Plataformas, Navios e Rebocadores. Sao tudo gordão e ninguém faz nada só serve pros Brasileiro e empresas terceirizadas da Petrobras , Cade a desburocratização ? @jairbolsonaro . #Bolsonaro2022",0,0
Sun Oct 18 23:52:36 +0000 2020,1317976906831200256,"A própria Petrobras já admitiu que não é uma prioridade da empresa a exploração do gás natural e que deveria abrir espaço para outras empresas, falta apenas vontade política dos deputados AM e, principalmente, do governador Wilson Lima que vem retardando a aprovação do projeto.",1,1
Sun Oct 18 23:51:44 +0000 2020,1317976688672858114,"Comparando IBOV com Petrobras, IFNC (financeiro) e IMAT (Vale, CSN, Usiminas, Gerdau, etc), IMAT está carregando todo mundo nas costas. Se PETR ou bancos mudassem o rumo, o IBOV estaria bem melhor https://t.co/tRZ1p1jlTG",2,10
Sun Oct 18 23:42:51 +0000 2020,1317974455415672832,se alguém tiver boné da petrobrás ou de firma pra vender chama ai,0,2
Sun Oct 18 23:32:15 +0000 2020,1317971785426534400,"E além disso tudo o cara é concursado da petrobrás e estudante de educação física...sem falar da dicção PERFEITA 🙃

Este perfil serve a Thiago GalharDeus https://t.co/CEdwWzUW3V",3,28
Sun Oct 18 23:12:43 +0000 2020,1317966871178641409,"CRIMES DE TRAIÇÃO CONTRA O BRASIL
Como usar nosso pré-sal para desenvolver a Ásia (com ajuda da Petrobrás e Lava-Jato) https://t.co/w87xU0UQka",0,0
Sun Oct 18 23:10:29 +0000 2020,1317966307615178756,"Amigo querido Daniel Patti Junior

Petroleiro, ex-dirigente sindial, lider estudantil e grande defensor dos trabalhadores e da nossa Petrobras.
Muito obrigado pelo apoio Daniel, vamos juntos.

Juntos somos mais fortes!
Siga: https://t.co/L1UDN04hez https://t.co/skfwzi7Rwn",0,0
Sun Oct 18 23:09:39 +0000 2020,1317966099930021890,Governo capixaba cobra explicação da Petrobras por adiamento do projeto de Jubarte https://t.co/JUWRW0xHyG,0,2
Sun Oct 18 22:48:09 +0000 2020,1317960689982468096,predio da petrobras* https://t.co/cC37FnaZAi,0,14
Sun Oct 18 22:47:50 +0000 2020,1317960608063623168,"@roberta_bastoss , vc é inteligente mesmo sendo esquerda , mas explica esses escândalos:
Mensalão , renúncia de Palocci , José Dirceu , Delúbio Soares , José genuíno , Wagner Rossi , Orlando Silva , Pedro Novaes , Petrobras , Delcidio, etc. como tem coragem de falar do Gov atual?",0,1
Sun Oct 18 22:41:14 +0000 2020,1317958948146872323,"Thiago Galhardo foi aprovado no concurso da Petrobras enquanto jogava no Bangu, mas desistiu do emprego para tentar a carreira como jogador. E como tá jogando hoje em dia! https://t.co/oYETWm6yWY",0,1
Sun Oct 18 22:35:15 +0000 2020,1317957442421010432,Absurdo aquele tweet citando a sede da petrobrás e a catedral metropolitana entre prédios feios do rio. Este perfil apoia incondicionalmente a arquitetura brutalista,3,12
Sun Oct 18 22:33:29 +0000 2020,1317956999536050179,"Governo capixaba cobra explicação da Petrobras por adiamento do projeto de Jubarte https://t.co/Etb7U6HWLE

#epbr #capixaba #baciadecampos #espiritosanto",1,2
Sun Oct 18 22:31:40 +0000 2020,1317956540024893441,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/8iqWXHdu2M,0,0
Sun Oct 18 22:29:14 +0000 2020,1317955926960316417,"Quem diria que o clube que passou por administração de economistas humilharia outro que só tem boomer petista ladrão (pleonasmo) no comando? Quem arruinou até Petrobras, arruina um clube facinho. #Corinthians #Flamengo #CORxFLA #ForaAndrés",0,0
Sun Oct 18 22:21:20 +0000 2020,1317953941561348097,"Fun Fact: em 2014, o prédio da Petrobrás (a última foto) foi eleito o prédio mais feio do mundo! https://t.co/Zl1rwH9Z1l",0,2
Sun Oct 18 22:16:36 +0000 2020,1317952751452753923,"Os mesmos que responsabilizam o Bolsonaro pela corrupção ocorrida no âmbito estadual em RR são os que acreditaram que o Lula nada sabia do Mensalão, e o mesmo Lula depois a Dilma nem sonhavam com o assalto aos cofres da Petrobrás. 
Grande mudança.....",0,0
Sun Oct 18 22:08:41 +0000 2020,1317950757711335426,"Amanhã às 18h, vamos receber a Conselheira da Petrobrás, Geóloga e Geofísica, Rosangela Buzanelli, para discutir os prejuízos da saída da Petrobrás da Bacia de Campos. Participe: https://t.co/CrQNXcEpym #categoriapetroleira #baciadecampos #sindipetronf #PetrobrásFica https://t.co/p2NLngdhPf",2,4
Sun Oct 18 22:07:30 +0000 2020,1317950459345326081,Como deve sofrer o presidente da Petrobras por não ter Thiago Galhardo como colaborador,0,3
Sun Oct 18 22:01:12 +0000 2020,1317948872904364032,"Assista a ""vendi um apto e vou comprar bradesco, petrobras, vale e via varejo. pretendo ter 2 aptos em 2021 ."" no YouTube https://t.co/0xHkhG3WIH 

Pretendo dobrar o valor da venda do apto ate fim de 2011 ou antes com compra de 4 acoes.",0,11
Sun Oct 18 21:56:56 +0000 2020,1317947801335115776,"Pega o aprovado da petrobras, o cara é um monstro",0,0
Sun Oct 18 21:55:27 +0000 2020,1317947428503420930,Em pensar que o Thiago Galhardo trabalhava na petrobras...,0,0
Sun Oct 18 21:50:46 +0000 2020,1317946249631453186,"O Galhardo é o Zico concursado, o Pelé da Petrobrás, o Zidane com nome publicado no Diário Oficial.",15,180
Sun Oct 18 21:10:16 +0000 2020,1317936056159830017,O prédio de lego da Petrobras é mt legal por dentro tb https://t.co/fhkQVtTII2,0,1
Sun Oct 18 21:06:43 +0000 2020,1317935162513129473,Aquela derrota na Arena Petrobras na famosa frase do MB “quem é Tevez?” foi paga hj,0,0
Sun Oct 18 20:56:30 +0000 2020,1317932593149599746,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/k5ZCBtldhH ---ISTO NÃO É mídia -É MÉRDIA.,5,8
Sun Oct 18 20:55:32 +0000 2020,1317932346541281280,"Sindicalista alerta: Ao vender refinarias da Petrobras, projeto do governo Bolsonaro é criar monopólios privados; vídeo https://t.co/SamkvN3rlN VÃO DOAR NOSSO PETRÓLEO AOS GRINGOS E VAMOS TER QUE PAGAR UM ABSURDO PELA GASOLINA,ÓLEO,GÁS E TODOS DERIVADOS DO PETRÓLEO.TERRORISTA.",2,1
Sun Oct 18 20:45:19 +0000 2020,1317929776997433344,"DENÚNCIA| A novidade para aumentar a exploração nas plataformas, suprimir um dos únicos momento de lazer e impor trabalho ininterrupto é proibir o uso das academias abordo.

https://t.co/FxlAQUxHR1",1,3
Sun Oct 18 20:30:21 +0000 2020,1317926012005515264,Os ataques à Petrobras são uma tática da oposição para ameaçar a defesa da democracia! #DesculpasDoPT,0,0
Sun Oct 18 20:30:00 +0000 2020,1317925921324609536,"Entre maio de 2014 e jan de 2020, a Petrobras reduziu em 25% seu efetivo na Bacia de Campos, por transferência de trabalhadores, desligamentos voluntários e aposentadorias. Já entre os do setor privado, a queda é estimada em 55% entre 2014 e jun deste ano. #PetrobrasFica https://t.co/erVteLUVxn",3,6
Sun Oct 18 20:03:41 +0000 2020,1317919299613396997,"posto ipiranga: uhu temos cashback ate na coxinha gente :3

petrobras: KKKKKKKKKKKKKKKKKKKK VC PODE TER CASHBACK, MAS EU TENHO CASHBAC CASHBACK FIA DA PITA",0,5
Sun Oct 18 19:58:25 +0000 2020,1317917973596770305,PetrÃ³leo Brasileiro S.A. – Petrobras $PBR Short Interest Update https://t.co/VljPeZSRbq,0,0
Sun Oct 18 19:56:00 +0000 2020,1317917366450294784,PetrÃ³leo Brasileiro S.A. – Petrobras $PBR Short Interest Update https://t.co/VJc7opLZ1g #stocks,0,0
Sun Oct 18 19:54:41 +0000 2020,1317917036698390528,"Petrobras (PETR4), Vale (VALE3), IPCA-15 e Livro Bege agitam a semana
#fintwit #fintwitBR
https://t.co/Q6Zi05Cbnw",1,1
Sun Oct 18 19:50:21 +0000 2020,1317915943402672128,Os ataques à Petrobras são um teoria da VEJA para manipular as conquistas dos trabalhadores! #DesculpasDoPT,0,0
Sun Oct 18 19:45:17 +0000 2020,1317914671001862146,Petrobras não bate sua meta nas vendas de refinarias vendendo apenas 1 das 5 almejadas via @@clickpetroleoeg https://t.co/YQebYItDkc,0,0
Sun Oct 18 19:20:20 +0000 2020,1317908390849425411,Os ataques à Petrobras são um golpe da PF para ameaçar o resultado das urnas! #DesculpasDoPT,0,0
Sun Oct 18 19:08:00 +0000 2020,1317905285474734081,"Lava Jato contra Lula. Em virtude da decisão do STF no caso do Habeas Corpus do ex-presidente da Petrobrás, Ademir Bendine, onde ficou decidido que réus delatores falam antes de réus delatados, o ministro Edson Fachin mandou o processo retornar para a fase anterior. #AnulaSTF",0,0
Sun Oct 18 18:56:54 +0000 2020,1317902492454223872,"Eu ODEIO o Mourisco (ainda mais dps de ver o original), gosto do Museu do Amanhã, e acho a catedral e o da Petrobras feios. Mas tem muito mais show de horrores arquitetônicos nessa cidade. https://t.co/Asac9zww05",0,2
Sun Oct 18 18:46:27 +0000 2020,1317899861988171777,"eu to disposto a bater boca E MUITO pra defender a sede da petrobras e a catedral metropolitana do rj, pq eu nao acho que exista um passe livre pra cada um ter o seu gosto e a sua opinião sobre absolutamente tudo no planeta. especialmente sobre o trabalho alheio https://t.co/Oi1iheZERc",0,6
Sun Oct 18 18:40:19 +0000 2020,1317898321667756033,Os ataques à Petrobras são uma ação dos coxinhas para ameaçar a CUT! #DesculpasDoPT,0,0
Sun Oct 18 18:37:48 +0000 2020,1317897686620774401,"Gráfico comparativo: #Brent #BrentOil candles; #SaudiAranco vermelha; #BritshPetroleum #BP  azul; #Shell #RoyalDutchShell #RDSA amarela; #Chevron #CVX roxa; #Esso #Exxon #XCOM branca; e #PETR4 #PETR3 #Petrobras verde; #PBR #ADR cinza  - 60', 15', diário, semanal e mensal https://t.co/hZCb3rxJFz",0,1
Sun Oct 18 18:36:36 +0000 2020,1317897383712350212,"Saudades de passar pela sede da Petrobrás e toda vez pensar ""mas pq caralhos fizeram isso"" https://t.co/nsdwxxgLGH",0,1
Sun Oct 18 18:24:19 +0000 2020,1317894291952439296,"Em Defesa das Nacionalizações e Reestatizações. 
Nunca é demasiado recordar que a Petrobrás é fruto de uma das maiores campanhas de mobilização popular ocorridas na história brasileira, a Campanha “O Petróleo é Nosso”.https://t.co/cTSrjviQRo https://t.co/g9tLPdTGtO",13,27
Sun Oct 18 18:08:42 +0000 2020,1317890361554014208,Cláudio da Costa Oliveira: Como a mídia mentiu sobre a “falência” da Petrobras https://t.co/jRcKzC2lvt,4,9
Sun Oct 18 18:08:11 +0000 2020,1317890231538978817,"@Uber_Brasil  @jairbolsonaro  presidente o etanol está absurdamente caro - R$ 2.89 zona leste de São Paulo, qual a explicação ❓ Uber, precisa rever tarifas, não está compensando para os motoristas. @petrobras ajuda aí ❗",0,0
Sun Oct 18 18:03:10 +0000 2020,1317888968965476354,"@VEJA  DA NOJO E ESSE COLONISTA É PURO SÍNDROME DE ESTOCOLMO
@SF_Moro   VAI TERMINAR NA PAPUDA  FOI RESPONSAVEL PELA QUEDA DA @petrobras  E A ENTREGA DO PRÉ SAL AOS #EUA  É UM TRAIDOR DA PÁTRIA JUNTO @deltanmd  E @MichelTemer 

https://t.co/l8Mir7AlWb
@DCM_online 
@dw_brasil",0,1
Sun Oct 18 17:55:05 +0000 2020,1317886935705280512,"N vou mentir que eu acho a catedral e a sede da Petrobrás HORROROSAS

Daí só presta o museu do amanhã (pena que o museu é um porre) https://t.co/4hA5iTVVbQ",0,0
Sun Oct 18 17:50:28 +0000 2020,1317885773241344000,"Existia um tal ""PADRÃO GLOBO"".porém , ao q parece era:

Padrão $$$ Petrobras 
Padrão $$$ correio 
Padrão $$$ BB 
Padrão $$$ caixa  

Com verbas bilionárias dava p/ sustentar um projaquistão com 2 a 3 mil artistas.

Na verdade, sempre foi: PADRÃO SUSTENTADO PELOS NOSSOS IMPOSTOS.",0,5
Sun Oct 18 17:49:38 +0000 2020,1317885564738306049,"Gabriel Casagrande é o maior pontuador da etapa, com 40 pontos, mas Cesar Ramos segue líder do campeonato. Em breve a pontuação completa oficial.

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/Hd0No9ZH1Y",3,24
Sun Oct 18 17:42:32 +0000 2020,1317883778031910915,puts surtou completamente o museu do amanhã e a petrobras são lindíssimos https://t.co/gChNmP4sLS,0,7
Sun Oct 18 17:39:47 +0000 2020,1317883084625399808,"Gráfico comparativo: #PETR4 candles; #BRDT3 linha vermelha; #PRIO3 linha azul; #CSAN3I linha amarela; #SaudiAranco linha roxa; #PBR #ADR branca - 60', 15', diário, semanal e mensal #ibovespa #bolsadevalores #StockMarket https://t.co/M5KbgxVAqq",0,0
Sun Oct 18 17:33:53 +0000 2020,1317881602987429889,"Gráfico comparativo: #IiBov candles; #EWZ branca; #PETR4 vermelha e #PBR #ADR vermelha clara; #VALE3 laranja e #VALE #ADR laranja clara; #ITUB4 azul e #ITUB #ADR azul clara  - 60', 15', diário, semanal e mensal #bolsadevalores #StockMarket https://t.co/Svq0GjqMTu",0,1
Sun Oct 18 17:33:42 +0000 2020,1317881556963307522,"SIM! Catedral metropolitana e Petrobras são os predios muito feios, cruzes https://t.co/2hhKh7QHS2",0,1
